Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor m2;Tipo agregado
Apartamento;Maracanã;3;1;0;95;2500.0;600.0;80.0;33.47;Apartamento
Casa de Vila;Jardim Sulacap;2;1;2;115;1600.0;1.0;60.0;14.44;Apartamento
Apartamento;Leblon;4;2;2;200;11000.0;2900.0;580.0;72.4;Apartamento
Loja/Salão;Del Castilho;0;0;0;85;6500.0;;398.0;;Apartamento
Apartamento;Barra da Tijuca;2;1;1;63;1900.0;824.0;;;Apartamento
Apartamento;Gávea;2;1;1;100;3900.0;1300.0;320.0;55.2;Apartamento
Apartamento;Ipanema;3;2;1;165;7500.0;2200.0;532.0;62.01;Apartamento
Galpão/Depósito/Armazém;Santo Cristo;0;0;0;1096;12000.0;;1771.0;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;145;3800.0;1400.0;413.0;38.71;Apartamento
Apartamento;Ipanema;3;2;2;160;6000.0;3500.0;4600.0;88.12;Apartamento
Conjunto Comercial/Sala;Flamengo;0;0;0;32;1300.0;400.0;;;Apartamento
Apartamento;Flamengo;1;1;0;48;2100.0;580.0;70.0;57.29;Apartamento
Apartamento;Leblon;2;1;1;87;4800.0;1300.0;361.0;74.26;Apartamento
Casa de Vila;Oswaldo Cruz;1;0;1;40;800.0;;;;Apartamento
Apartamento;Barra da Tijuca;3;1;1;105;2500.0;1400.0;1500.0;51.43;Apartamento
Galpão/Depósito/Armazém;Bonsucesso;0;3;0;404;15000.0;;370.0;;Apartamento
Casa de Condomínio;Freguesia (Jacarepaguá);2;1;0;163;1800.0;92.0;46.0;11.89;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;87;3000.0;764.0;134.0;44.8;Apartamento
Quitinete;Copacabana;1;0;0;30;1300.0;370.0;30.0;56.67;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;9;0;190;10000.0;5503.0;1250.0;88.17;Apartamento
Conjunto Comercial/Sala;Leblon;0;0;0;6;900.0;;;;Apartamento
Apartamento;Barra da Tijuca;3;1;1;80;3500.0;1410.0;270.0;64.75;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;375;18750.0;6340.0;2349.0;73.17;Apartamento
Apartamento;Botafogo;3;1;1;102;5100.0;1300.0;;;Apartamento
Apartamento;Gávea;3;0;1;120;2700.0;880.0;238.0;31.82;Apartamento
Apartamento;Humaitá;2;2;1;112;4500.0;1300.0;;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;34;1000.0;729.0;;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;48;4500.0;885.0;380.0;120.1;Apartamento
Apartamento;Vila da Penha;2;0;0;60;900.0;160.0;25.0;18.08;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;80;5000.0;1100.0;3000.0;113.75;Apartamento
Apartamento;Lagoa;1;1;0;75;2800.0;800.0;210.0;50.8;Apartamento
Apartamento;Ipanema;3;1;1;125;7000.0;2100.0;463.0;76.5;Apartamento
Conjunto Comercial/Sala;Leblon;0;0;0;120;20000.0;2400.0;616.0;191.8;Apartamento
Prédio Inteiro;São Cristóvão;0;0;0;1408;24000.0;;;;Apartamento
Apartamento;Engenho Novo;2;0;0;53;1400.0;460.0;12.0;35.32;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;1;132;2800.0;879.0;;;Apartamento
Loft;Barra da Tijuca;1;1;1;78;2700.0;1370.0;188.0;54.59;Apartamento
Apartamento;Barra da Tijuca;2;2;1;86;3500.0;1307.0;;;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;80;1700.0;690.0;150.0;31.75;Apartamento
Galpão/Depósito/Armazém;Campo Grande;0;3;0;300;6000.0;;;;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;2;200;3600.0;1177.0;320.0;25.48;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;23;900.0;500.0;;;Apartamento
Galpão/Depósito/Armazém;Campo Grande;0;0;0;1000;8000.0;;;;Apartamento
Apartamento;Barra da Tijuca;2;1;1;77;2500.0;830.0;156.0;45.27;Apartamento
Apartamento;Engenho Novo;1;1;0;63;700.0;625.0;36.0;21.6;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;22;800.0;264.0;83.0;52.14;Apartamento
Casa;Grajaú;5;4;2;450;7000.0;;500.0;;Casa
Apartamento;Barra da Tijuca;4;2;2;149;4500.0;2130.0;;;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;2;106;2500.0;780.0;248.0;33.28;Apartamento
Conjunto Comercial/Sala;Botafogo;0;10;0;534;45000.0;14850.0;;;Apartamento
Apartamento;Anil;2;1;0;48;1100.0;400.0;;;Apartamento
Apartamento;Ipanema;4;1;2;250;12000.0;2300.0;1050.0;61.4;Apartamento
Apartamento;Gávea;2;1;1;68;2700.0;850.0;186.0;54.94;Apartamento
Apartamento;Barra da Tijuca;2;1;1;75;1400.0;1280.0;;;Apartamento
Loja/Salão;Vila Valqueire;0;0;0;30;1100.0;;;;Apartamento
Apartamento;Ipanema;2;1;1;97;7000.0;4000.0;4725.0;162.11;Apartamento
Casa de Condomínio;Vargem Grande;2;2;1;90;1700.0;618.0;338.0;29.51;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;72;2200.0;835.0;595.0;50.42;Apartamento
Apartamento;Cachambi;3;0;0;70;900.0;200.0;30.0;16.14;Apartamento
Quitinete;Leblon;1;0;0;30;1700.0;560.0;62.0;77.4;Apartamento
Apartamento;Copacabana;4;2;1;279;3150.0;2025.0;370.0;19.87;Apartamento
Casa;Tanque;2;1;0;59;1200.0;170.0;;;Casa
Box/Garagem;Centro;0;1;0;0;250.0;;85.0;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;50;1600.0;870.0;406.0;57.52;Apartamento
Apartamento;Laranjeiras;5;3;2;713;30000.0;3800.0;;;Apartamento
Conjunto Comercial/Sala;Botafogo;0;28;0;1510;211400.0;50902.0;8138.0;179.1;Apartamento
Apartamento;Cachambi;2;1;0;70;950.0;530.0;30.0;21.57;Apartamento
Casa;Campo Grande;3;0;0;200;2100.0;;;;Casa
Conjunto Comercial/Sala;Centro;0;0;0;254;10000.0;5600.0;;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;24;600.0;386.0;119.0;46.04;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;1;400;3500.0;800.0;500.0;12.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;250;8000.0;4790.0;1160.0;55.8;Apartamento
Conjunto Comercial/Sala;Del Castilho;0;1;0;29;1200.0;760.0;;;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;89;1800.0;884.0;170.0;32.07;Apartamento
Apartamento;Maracanã;1;1;1;120;1000.0;985.0;150.0;17.79;Apartamento
Apartamento;Recreio dos Bandeirantes;4;3;2;181;3500.0;1080.0;423.0;27.64;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;22;750.0;399.0;52.0;54.59;Apartamento
Apartamento;Tijuca;2;1;1;70;1500.0;890.0;68.0;35.11;Apartamento
Conjunto Comercial/Sala;Santo Cristo;0;0;0;175;5250.0;1750.0;;;Apartamento
Casa de Condomínio;Barra da Tijuca;5;6;5;640;13800.0;980.0;1800.0;25.91;Apartamento
Apartamento;Vaz Lobo;2;0;0;70;1000.0;32.0;;;Apartamento
Conjunto Comercial/Sala;Tijuca;0;0;0;150;7200.0;1700.0;481.0;62.54;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;219;23000.0;5938.0;1303.0;138.09;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;322;8500.0;4315.0;81.0;40.05;Apartamento
Conjunto Comercial/Sala;São Cristóvão;1;1;0;25;800.0;427.0;471.0;67.92;Apartamento
Apartamento;Madureira;2;0;0;40;600.0;415.0;;;Apartamento
Apartamento;Recreio dos Bandeirantes;2;0;0;75;1700.0;659.0;;;Apartamento
Apartamento;Copacabana;2;1;1;81;2900.0;893.0;190.0;49.17;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;350;16500.0;6030.0;3980.0;75.74;Apartamento
Casa;Bonsucesso;2;0;0;51;1000.0;;;;Casa
Casa de Condomínio;Barra da Tijuca;5;3;5;1000;20000.0;1800.0;1800.0;23.6;Apartamento
Apartamento;Campo Grande;2;0;1;58;1000.0;;;;Apartamento
Flat;Humaitá;1;1;0;55;2000.0;1232.0;176.0;61.96;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;360;9000.0;2968.0;1208.0;36.6;Apartamento
Apartamento;Praça Seca;3;0;0;90;900.0;330.0;15.0;13.83;Apartamento
Apartamento;Vila Isabel;3;3;1;124;1700.0;1400.0;;;Apartamento
Apartamento;Recreio dos Bandeirantes;5;3;4;430;6000.0;899.0;750.0;17.79;Apartamento
Loja/Salão;Barra da Tijuca;0;0;0;210;55000.0;;3000.0;;Apartamento
Apartamento;Ipanema;2;0;1;75;5200.0;476.0;120.0;77.28;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;34;1600.0;732.0;141.0;72.74;Apartamento
Apartamento;São Conrado;5;2;3;400;13000.0;4165.0;689.0;44.64;Apartamento
Loja/Salão;Recreio dos Bandeirantes;0;1;0;54;1500.0;364.0;173.0;37.72;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;2;1;126;1500.0;1000.0;150.0;21.03;Apartamento
Apartamento;Laranjeiras;2;1;1;70;2300.0;620.0;190.0;44.43;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;94;1900.0;1300.0;198.0;36.15;Apartamento
Apartamento;Barra da Tijuca;4;3;4;192;5000.0;2200.0;562.0;40.43;Apartamento
Conjunto Comercial/Sala;Centro;0;18;0;1141;79855.0;22302.0;2977.0;92.14;Apartamento
Apartamento;Copacabana;1;0;0;43;1600.0;452.0;242.0;53.35;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;2200.0;780.0;;;Apartamento
Apartamento;São Francisco Xavier;3;1;1;73;1200.0;520.0;;;Apartamento
Apartamento;Copacabana;3;0;0;120;3000.0;1420.0;;;Apartamento
Conjunto Comercial/Sala;Tijuca;0;0;0;29;800.0;1100.0;;;Apartamento
Casa de Condomínio;Vargem Grande;5;4;5;300;5000.0;1500.0;250.0;22.5;Apartamento
Conjunto Comercial/Sala;Botafogo;0;11;0;705;68000.0;26715.0;4579.0;140.84;Apartamento
Apartamento;Pechincha;2;1;0;64;800.0;248.0;14.0;16.59;Apartamento
Apartamento;Copacabana;1;0;0;45;2800.0;450.0;30.0;72.89;Apartamento
Conjunto Comercial/Sala;Campo Grande;0;1;0;21;500.0;570.0;;;Apartamento
Apartamento;Laranjeiras;2;0;0;110;2500.0;968.0;167.0;33.05;Apartamento
Galpão/Depósito/Armazém;São Cristóvão;0;20;0;1100;16000.0;;2435.0;;Apartamento
Apartamento;Ipanema;4;3;3;433;37000.0;9800.0;;;Apartamento
Apartamento;Flamengo;2;0;0;85;2700.0;800.0;1150.0;54.71;Apartamento
Apartamento;Leme;3;1;1;175;8000.0;1380.0;;;Apartamento
Casa;Engenho Novo;2;0;0;70;1100.0;;;;Casa
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;75;2500.0;1250.0;681.0;59.08;Apartamento
Apartamento;Jacarepaguá;2;1;0;68;1100.0;540.0;;;Apartamento
Apartamento;Humaitá;2;1;0;64;2500.0;520.0;;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;90;2800.0;1640.0;270.0;52.33;Apartamento
Apartamento;Copacabana;1;0;1;37;2500.0;447.0;20.0;80.19;Apartamento
Apartamento;Copacabana;4;2;2;240;10000.0;2000.0;700.0;52.92;Apartamento
Casa de Condomínio;Barra da Tijuca;4;3;2;188;6000.0;1022.0;;;Apartamento
Apartamento;Barra da Tijuca;3;2;2;137;12500.0;1850.0;271.0;106.72;Apartamento
Apartamento;Barra da Tijuca;14;2;2;212;5000.0;1200.0;650.0;32.31;Apartamento
Apartamento;Irajá;2;1;0;65;1100.0;255.0;;;Apartamento
Apartamento;Barra da Tijuca;2;2;1;105;3000.0;1500.0;;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;240;21000.0;3500.0;;;Apartamento
Loja/Salão;Andaraí;0;0;0;330;6000.0;;17285.0;;Apartamento
Apartamento;Vila Isabel;2;1;0;70;1100.0;550.0;;;Apartamento
Apartamento;São Conrado;4;3;4;600;23000.0;16864.0;3910.0;72.96;Apartamento
Apartamento;Gávea;3;1;1;108;5000.0;1769.0;226.0;64.77;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;2;85;2300.0;1350.0;125.0;44.41;Apartamento
Apartamento;Catete;1;0;0;45;1600.0;500.0;55.0;47.89;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;32;800.0;870.0;;;Apartamento
Quitinete;Copacabana;1;0;0;15;1100.0;600.0;;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;101;2000.0;4700.0;;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;28;1600.0;912.0;;;Apartamento
Apartamento;Barra da Tijuca;3;2;3;160;7000.0;1087.0;455.0;53.39;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;150;4000.0;2000.0;;;Apartamento
Conjunto Comercial/Sala;Botafogo;0;0;0;457;50000.0;17600.0;23500.0;199.34;Apartamento
Casa de Vila;Quintino Bocaiúva;2;1;0;48;750.0;;;;Apartamento
Apartamento;Lagoa;3;2;1;130;5000.0;1000.0;300.0;48.46;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;2;1;100;2100.0;780.0;140.0;30.2;Apartamento
Conjunto Comercial/Sala;Centro;0;2;0;240;7000.0;3203.0;1300.0;47.93;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;2;3;180;5500.0;1200.0;318.0;38.99;Apartamento
Apartamento;Copacabana;3;0;0;80;2500.0;800.0;157.0;43.21;Apartamento
Casa de Condomínio;Barra da Tijuca;3;0;2;367;6000.0;510.0;423.0;18.89;Apartamento
Conjunto Comercial/Sala;Santo Cristo;0;16;0;1200;78000.0;23000.0;;;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;85;1900.0;450.0;112.0;28.96;Apartamento
Casa;Jardim Botânico;2;4;1;107;9500.0;;1091.0;;Casa
Conjunto Comercial/Sala;Botafogo;0;15;0;700;59500.0;21994.0;5586.0;124.4;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;10;6213.0;;;;Apartamento
Apartamento;Barra da Tijuca;5;4;3;171;9000.0;2000.0;3500.0;84.8;Apartamento
Apartamento;Centro;1;0;0;42;2200.0;619.0;202.0;71.93;Apartamento
Apartamento;Méier;2;1;0;62;1000.0;600.0;38.0;26.42;Apartamento
Quitinete;Leblon;1;0;0;25;1950.0;360.0;58.0;94.72;Apartamento
Loja/Salão;Taquara;0;0;0;15;600.0;;;;Apartamento
Apartamento;Leblon;4;3;4;260;13500.0;3100.0;;;Apartamento
Casa;Recreio dos Bandeirantes;4;4;2;367;12000.0;;653.0;;Casa
Conjunto Comercial/Sala;Centro;0;0;0;594;9000.0;;727.0;;Apartamento
Loja/Salão;Copacabana;0;0;0;310;30000.0;700.0;;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;373;30000.0;6723.0;1492.0;102.45;Apartamento
Conjunto Comercial/Sala;Ipanema;0;5;0;200;25200.0;4680.0;;;Apartamento
Apartamento;Grajaú;2;0;0;65;1400.0;415.0;21.0;28.25;Apartamento
Apartamento;Lagoa;4;3;1;180;11000.0;2530.0;812.0;79.68;Apartamento
Apartamento;Copacabana;1;0;0;43;1800.0;639.0;76.0;58.49;Apartamento
Apartamento;Lagoa;2;1;1;80;2200.0;2600.0;420.0;65.25;Apartamento
Conjunto Comercial/Sala;Copacabana;0;0;0;25;1000.0;434.0;101.0;61.4;Apartamento
Apartamento;Flamengo;2;1;0;57;2800.0;832.0;98.0;65.44;Apartamento
Apartamento;Campo Grande;3;1;1;98;1800.0;950.0;;;Apartamento
Apartamento;Jardim Botânico;3;1;2;170;6000.0;860.0;540.0;43.53;Apartamento
Casa Comercial;Botafogo;3;0;0;280;13000.0;450.0;1387.0;52.99;Apartamento
Apartamento;Leblon;4;2;2;207;15500.0;6000.0;934.0;108.38;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;23;1000.0;680.0;;;Apartamento
Apartamento;Barra da Tijuca;4;4;4;518;38000.0;5004.0;1747.0;86.39;Apartamento
Galpão/Depósito/Armazém;Cordovil;0;0;0;850;8500.0;;;;Apartamento
Apartamento;Ipanema;1;0;1;50;2400.0;897.0;26.0;66.46;Apartamento
Quitinete;Copacabana;1;0;0;35;1700.0;400.0;55.0;61.57;Apartamento
Loja/Salão;Catete;0;6;0;300;17500.0;310.0;14000.0;106.03;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;150;2500.0;1012.0;;;Apartamento
Loja/Salão;Barra da Tijuca;0;1;0;49;2000.0;780.0;;;Apartamento
Conjunto Comercial/Sala;Centro;0;3;0;151;11025.0;3430.0;;;Apartamento
Apartamento;Copacabana;2;0;0;65;2700.0;710.0;130.0;54.46;Apartamento
Apartamento;Recreio dos Bandeirantes;4;3;2;300;4500.0;1500.0;580.0;21.93;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;115;1900.0;661.0;;;Apartamento
Casa de Vila;Jacarepaguá;3;1;0;100;2000.0;100.0;;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;7;0;300;15000.0;9360.0;;;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;1;110;1500.0;873.0;;;Apartamento
Casa;Botafogo;12;5;0;500;18000.0;;1800.0;;Casa
Conjunto Comercial/Sala;Ipanema;0;0;0;45;5000.0;2200.0;243.0;165.4;Apartamento
Apartamento;Barra da Tijuca;4;3;4;304;13000.0;3800.0;1350.0;59.7;Apartamento
Loja/Salão;Freguesia (Jacarepaguá);0;0;0;197;8000.0;;690.0;;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;28;900.0;560.0;185.0;58.75;Apartamento
Casa de Condomínio;Barra da Tijuca;4;2;4;280;8500.0;750.0;620.0;35.25;Apartamento
Prédio Inteiro;Barra da Tijuca;0;80;0;5500;480000.0;;;;Apartamento
Apartamento;Tijuca;3;1;0;88;2300.0;790.0;885.0;45.17;Apartamento
Apartamento;Ipanema;3;1;1;145;7200.0;2900.0;500.0;73.1;Apartamento
Casa;Catete;10;0;10;300;15000.0;;220.0;;Casa
Apartamento;Urca;1;0;0;53;2800.0;770.0;;;Apartamento
Apartamento;Ipanema;3;1;1;116;5000.0;1600.0;316.0;59.62;Apartamento
Apartamento;Tijuca;3;1;0;116;2000.0;790.0;194.0;25.72;Apartamento
Apartamento;Vila Isabel;3;0;0;82;1200.0;664.0;86.0;23.78;Apartamento
Quitinete;Glória;1;0;1;26;850.0;321.0;29.0;46.15;Apartamento
Apartamento;Barra da Tijuca;3;2;1;130;4800.0;1700.0;433.0;53.33;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;90;1700.0;595.0;;;Apartamento
Apartamento;Flamengo;2;1;0;68;2000.0;536.0;148.0;39.47;Apartamento
Apartamento;Copacabana;1;0;0;60;2800.0;620.0;128.0;59.13;Apartamento
Loja/Salão;Engenho de Dentro;0;0;0;56;2200.0;;100.0;;Apartamento
Apartamento;Taquara;2;1;0;53;1100.0;450.0;150.0;32.08;Apartamento
Apartamento;Penha;2;0;0;64;950.0;180.0;;;Apartamento
Apartamento;Jardim Botânico;3;1;1;130;6400.0;1500.0;;;Apartamento
Loja/Salão;Barra da Tijuca;0;0;0;140;7200.0;315.0;1550.0;64.75;Apartamento
Apartamento;Leblon;2;1;0;90;3500.0;1300.0;200.0;55.56;Apartamento
Apartamento;Leblon;4;2;4;200;8500.0;2710.0;945.0;60.78;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;208;5000.0;2670.0;530.0;39.42;Apartamento
Apartamento;Tijuca;1;1;1;84;2000.0;718.0;120.0;33.79;Apartamento
Galpão/Depósito/Armazém;Vigário Geral;0;0;0;2000;30000.0;;;;Apartamento
Quitinete;Gardênia Azul;1;0;0;20;485.0;;;;Apartamento
Apartamento;Flamengo;1;0;0;30;1490.0;315.0;55.0;62.0;Apartamento
Casa;São Conrado;4;0;4;1200;25000.0;;;;Casa
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;21;700.0;350.0;;;Apartamento
Apartamento;Maracanã;2;0;0;79;1700.0;600.0;;;Apartamento
Apartamento;Copacabana;1;1;0;150;3000.0;1200.0;390.0;30.6;Apartamento
Conjunto Comercial/Sala;Jacarepaguá;0;1;0;25;990.0;570.0;;;Apartamento
Conjunto Comercial/Sala;Flamengo;0;0;0;15;850.0;622.0;165.0;109.13;Apartamento
Apartamento;Barra da Tijuca;3;2;3;156;5500.0;2300.0;398.0;52.55;Apartamento
Conjunto Comercial/Sala;Botafogo;0;3;0;90;5900.0;2220.0;;;Apartamento
Loja/Salão;Barra da Tijuca;0;1;0;65;2200.0;595.0;500.0;50.69;Apartamento
Apartamento;Flamengo;1;0;1;38;1450.0;690.0;55.0;57.76;Apartamento
Apartamento;Botafogo;2;0;0;115;2200.0;1045.0;190.0;29.87;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;2;0;25;800.0;364.0;172.0;53.44;Apartamento
Apartamento;Tijuca;2;0;0;49;1800.0;180.0;;;Apartamento
Terreno Padrão;Penha;0;0;0;721;4000.0;;611.0;;Apartamento
Apartamento;Jacarepaguá;2;1;1;80;1900.0;1350.0;100.0;41.88;Apartamento
Apartamento;Copacabana;2;0;0;120;3800.0;1000.0;197.0;41.64;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;1800.0;681.0;120.0;37.16;Apartamento
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;21;800.0;306.0;56.0;55.33;Apartamento
Loja/Salão;Santa Cruz;0;0;0;42;1000.0;;;;Apartamento
Apartamento;Bonsucesso;3;1;0;98;2800.0;390.0;;;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;3240.0;950.0;;;Apartamento
Apartamento;Flamengo;2;1;0;90;3200.0;980.0;;;Apartamento
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;24;800.0;400.0;90.0;53.75;Apartamento
Apartamento;Ipanema;2;0;0;99;3300.0;920.0;;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;42;700.0;515.0;83.0;30.9;Apartamento
Apartamento;Copacabana;3;1;0;80;3100.0;700.0;1208.0;62.6;Apartamento
Apartamento;Copacabana;2;1;0;74;2600.0;1021.0;;;Apartamento
Apartamento;Humaitá;2;1;0;75;2900.0;926.0;90.0;52.21;Apartamento
Apartamento;Barra da Tijuca;4;3;4;250;9500.0;2800.0;523.0;51.29;Apartamento
Loja/Salão;Centro;0;0;0;530;12000.0;7435.0;1750.0;39.97;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;80;1600.0;770.0;108.0;30.98;Apartamento
Apartamento;Recreio dos Bandeirantes;3;4;1;217;3300.0;947.0;547.0;22.09;Apartamento
Apartamento;Ipanema;4;1;3;250;12000.0;2300.0;1037.0;61.35;Apartamento
Casa;Campo Grande;2;1;2;100;1500.0;;30.0;;Casa
Apartamento;São Conrado;3;2;1;140;4700.0;1620.0;515.0;48.82;Apartamento
Apartamento;Barra da Tijuca;4;3;2;260;7500.0;3550.0;350.0;43.85;Apartamento
Apartamento;Laranjeiras;2;0;0;85;2100.0;700.0;95.0;34.06;Apartamento
Apartamento;Rio Comprido;2;1;0;69;1900.0;600.0;70.0;37.25;Apartamento
Apartamento;Freguesia (Jacarepaguá);1;1;0;49;1050.0;580.0;36.0;34.0;Apartamento
Apartamento;Andaraí;2;1;0;56;1900.0;607.0;89.0;46.36;Apartamento
Casa;Vargem Grande;2;1;0;70;1900.0;580.0;25.0;35.79;Casa
Box/Garagem;Centro;0;1;0;0;100.0;;;;Apartamento
Apartamento;Ipanema;4;3;4;480;39000.0;9400.0;;;Apartamento
Apartamento;Barra da Tijuca;4;3;3;180;7000.0;1935.0;449.0;52.13;Apartamento
Apartamento;Copacabana;2;0;0;81;3000.0;770.0;159.0;48.51;Apartamento
Apartamento;Barra da Tijuca;2;1;1;88;2400.0;1313.0;;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;125;7000.0;5000.0;1100.0;104.8;Apartamento
Apartamento;Vargem Pequena;2;1;1;80;1100.0;650.0;;;Apartamento
Casa de Condomínio;Tanque;2;0;1;100;1500.0;160.0;80.0;17.4;Apartamento
Apartamento;Ipanema;3;3;3;169;9000.0;2300.0;886.0;72.11;Apartamento
Apartamento;Flamengo;4;2;2;423;12000.0;3795.0;1253.0;40.3;Apartamento
Loja Shopping/ Ct Comercial;Barra da Tijuca;0;2;0;88;2500.0;4500.0;1544.0;97.09;Apartamento
Conjunto Comercial/Sala;Leblon;0;0;0;120;20000.0;2400.0;;;Apartamento
Apartamento;Quintino Bocaiúva;2;0;0;67;900.0;320.0;;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;45;1100.0;1000.0;1.0;46.69;Apartamento
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;2;0;44;1500.0;949.0;52.0;56.84;Apartamento
Loja Shopping/ Ct Comercial;Ipanema;0;2;0;25;5000.0;;150.0;;Apartamento
Apartamento;Leblon;3;1;0;74;3300.0;700.0;83.0;55.18;Apartamento
Apartamento;Copacabana;2;0;0;110;2800.0;800.0;120.0;33.82;Apartamento
Apartamento;Leme;1;0;0;31;1140.0;420.0;24.0;51.1;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;36;1600.0;780.0;80.0;68.33;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;90;1500.0;720.0;199.0;26.88;Apartamento
Conjunto Comercial/Sala;Ipanema;0;0;0;32;1700.0;750.0;;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;3;0;108;5900.0;2424.0;;;Apartamento
Casa;Santa Teresa;5;3;0;260;7000.0;;163.0;;Casa
Apartamento;Barra da Tijuca;2;1;0;70;2400.0;1800.0;150.0;62.14;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;4;3;4;198;4500.0;1160.0;3012.0;43.8;Apartamento
Apartamento;Inhaúma;3;1;0;60;750.0;236.0;;;Apartamento
Loja Shopping/ Ct Comercial;Jacarepaguá;0;1;0;61;4500.0;1.0;;;Apartamento
Apartamento;Glória;1;0;0;48;1400.0;480.0;20.0;39.58;Apartamento
Apartamento;Copacabana;5;1;1;400;8500.0;2160.0;365.0;27.56;Apartamento
Apartamento;Ipanema;2;1;0;45;3000.0;575.0;25.0;80.0;Apartamento
Apartamento;Pechincha;2;1;0;65;950.0;640.0;126.0;26.4;Apartamento
Apartamento;Leblon;2;0;0;100;3800.0;900.0;195.0;48.95;Apartamento
Apartamento;Grajaú;3;2;1;90;2950.0;700.0;100.0;41.67;Apartamento
Conjunto Comercial/Sala;Campo Grande;0;1;0;20;700.0;273.0;75.0;52.4;Apartamento
Conjunto Comercial/Sala;Campo Grande;0;1;0;25;1000.0;550.0;;;Apartamento
Apartamento;Marechal Hermes;2;1;0;70;850.0;200.0;;;Apartamento
Apartamento;Grajaú;1;0;0;30;800.0;283.0;187.0;42.33;Apartamento
Apartamento;Praça Seca;2;1;1;63;1100.0;361.0;;;Apartamento
Loja Shopping/ Ct Comercial;Barra da Tijuca;0;1;0;81;2500.0;2548.0;727.0;71.3;Apartamento
Apartamento;Barra da Tijuca;3;2;2;480;15000.0;2750.0;650.0;38.33;Apartamento
